GCP PSOE,Your security team is implementing Security Command Center Enterprise and needs to configure automatic case creation for posture findings. The team wants findings to be automatically assigned to the appropriate resource owners. Which sequence correctly describes how the SCC Enterprise - Urgent Posture Findings Connector determines resource ownership?,"Fallback Owner parameter, then Essential Contacts, then cloud tags if no previous owner is determined.","Cloud tags on the resource, then Essential Contacts inherited from the resource, then the Fallback Owner parameter configured in the connector.","Project owner IAM role assignment, then folder-level Essential Contacts, then organization administrator email address.","Essential Contacts for the project, then IAM policy bindings on the affected resource, then the default service account for the project.",2,"The SCC Enterprise - Urgent Posture Findings Connector first analyzes findings for cloud tag values inherited from the finding resource. If no cloud tags exist, it attempts to define the resource owner using Essential Contacts. If neither method identifies an owner, the connector uses the Fallback Owner parameter as a default. Reference: https://cloud.google.com/security-command-center/docs/determine-ownership-posture-findings"
GCP PSOE,Your organization uses Log Analytics in Cloud Logging to analyze security events. You need to create a threat hunting query that identifies any connections to domains on a known malicious domain list maintained in a separate BigQuery table. The domain list is updated daily by your threat intelligence team. What is the most efficient approach to implement this correlation?,Write a Log Analytics SQL query that uses a subquery with the IN operator to check each log entry's domain against a hardcoded list of the malicious domains.,"Schedule a Cloud Function to export logs hourly, load them into a separate BigQuery table, and run a scheduled query to join with the threat intelligence table.",Use Log Analytics Query Builder to create filters that match domains from the threat intelligence list by selecting the domain field and specifying match conditions.,"Create a linked BigQuery dataset for the log bucket, then write a SQL query that performs an INNER JOIN between the log view and the threat intelligence table on the domain field.",4,"A linked BigQuery dataset enables direct SQL queries that can join log data with other BigQuery tables. The INNER JOIN approach efficiently correlates log entries with the threat intelligence table, returning only matching records. This method leverages BigQuery's optimized join operations for large datasets. Reference: https://cloud.google.com/logging/docs/analyze/query-linked-dataset"
GCP PSOE,"Observability""You have created a Looker Studio dashboard that displays Security Command Center findings from BigQuery, including critical finding counts, mean time to remediation, and finding severity distribution. Security analysts need to monitor this dashboard continuously on wall-mounted displays in the SOC. You want the dashboard to automatically refresh with the latest data. What should you configure?",Enable auto refresh in the report settings with a refresh interval that matches or exceeds the data source freshness threshold.,Configure a scheduled email delivery of the dashboard to the SOC distribution list every 15 minutes.,Set the data source freshness to 1 minute to ensure the BigQuery connector queries for new data every minute automatically.,Enable embedding mode and configure the embed iframe with JavaScript-based refresh timers.,1,"Auto refresh periodically reloads the report data at the configured interval. To see actual data updates, the auto refresh interval should match or exceed the data source freshness setting, as more frequent refreshes will only return cached data. This configuration supports continuous SOC monitoring use cases. Reference: https://cloud.google.com/looker-studio/docs/manage-auto-refresh-for-a-report"
GCP PSOE,Your organization has deployed multiple Event Threat Detection custom modules for custom IOC detection. You need to view findings generated by these custom modules separately from the built-in Event Threat Detection findings in Security Command Center. How should you filter the findings?,Query Cloud Audit Logs for custom module creation events and cross-reference with finding timestamps.,Export all findings to BigQuery and write SQL queries to filter by custom module source IDs.,Use the Category filter and search for custom module names since all custom module findings share a common category prefix.,Use the Source display name filter and select 'Event Threat Detection Custom Modules' to display only findings from custom modules.,4,Security Command Center provides separate source filters for built-in Event Threat Detection detectors and custom modules. You can filter for findings generated by custom modules by selecting 'Event Threat Detection Custom Modules' as the source display name. Reference: https://cloud.google.com/security-command-center/docs/how-to-use-event-threat-detection
GCP PSOE,Your organization has deployed Google Security Operations (SecOps) and is receiving threat intelligence feeds containing known malicious IP addresses. You need to create a YARA-L detection rule that efficiently checks incoming network traffic against these IP addresses while optimizing rule performance. What should you do?,Use the BigQuery export feature to run SQL queries against ingested logs and compare them with stored IP addresses.,Create a CIDR reference list and use the 'in cidr %reference_list' syntax in your YARA-L rule's events section.,Configure an Applied Threat Intelligence connector to automatically generate detections without creating custom rules.,Write a YARA-L rule with hardcoded IP addresses in multiple OR conditions within the events section.,2,YARA-L supports CIDR reference lists that allow IP address matching with CIDR notation support. Using '%reference_list' syntax with the 'in cidr' keyword enables efficient IP matching against the threat intelligence feed while optimizing rule performance by reducing events evaluated. Reference: https://cloud.google.com/chronicle/docs/yara-l/reference-list-syntax
GCP PSOE,Your security team has detected an active data exfiltration attempt from a compromised service account within a Google Cloud project. The project contains sensitive BigQuery datasets and Cloud Storage buckets. You need to immediately contain the incident by preventing data from being copied to unauthorized external locations while maintaining critical business operations. Which containment approach should you implement?,Create a VPC Service Controls perimeter in enforced mode around the affected project with egress rules that only allow data access to explicitly authorized destinations.,Modify the VPC firewall rules to block all outbound traffic from the affected project's network.,Create a VPC Service Controls perimeter in dry-run mode around the affected project to log all potential violations before taking action.,Revoke all IAM permissions for the compromised service account and rely on audit logging to verify containment.,1,VPC Service Controls perimeters in enforced mode immediately prevent data exfiltration by blocking API requests to restricted services from crossing the perimeter boundary. Egress rules allow you to maintain essential data flows while blocking unauthorized transfers. This provides immediate containment of the exfiltration attempt. Reference: https://cloud.google.com/vpc-service-controls/docs/overview
GCP PSOE,Your organization has enabled Applied Threat Intelligence (ATI) curated detections in Google Security Operations (SecOps). Security analysts report that they are receiving too many alerts for indicators with low confidence. You need to configure ATI to reduce alert noise while maintaining visibility into high-confidence threats. What should you do?,Create custom YARA-L rules that filter ATI IOCs based on GTI Verdict values and disable all curated ATI detections.,Modify the IC-Score threshold in ATI settings to increase the minimum confidence score required for IOC ingestion from 80 to 95.,"Enable only the Active Breach Priority and High Priority rule sets from the Curated Prioritization category, and disable the Medium Priority rule sets.",Configure rule exclusions on all ATI curated detections to filter out IOCs that do not have associated threat actor attribution.,3,"Applied Threat Intelligence curated detections include separate rule sets for Active Breach, High, and Medium priority indicators. By enabling only Active Breach and High Priority rule sets, you filter out lower-confidence IOCs while maintaining detection of high-confidence threats from Mandiant threat intelligence. Reference: https://cloud.google.com/chronicle/docs/detection/ati-curated-detections"
GCP PSOE,"You are building a Looker Studio executive dashboard connected to a BigQuery dataset containing Security Command Center findings. The BigQuery export configuration streams new findings in near real-time. However, stakeholders report that the dashboard frequently shows stale data even after new findings are exported to BigQuery. You need to ensure the dashboard displays the most current findings while balancing query costs. What should you configure?",Instruct stakeholders to manually click the refresh button on the dashboard whenever they need updated information.,Adjust the data freshness setting on the BigQuery data source to a shorter interval such as 1 hour to ensure cached data is refreshed more frequently.,Configure the Security Command Center continuous export with a faster export interval to push data to BigQuery more frequently.,Enable BigQuery BI Engine to accelerate dashboard queries and automatically synchronize data with BigQuery.,2,The data freshness setting determines when Looker Studio considers cached data stale and issues new queries to BigQuery. The default data freshness for BigQuery data sources is 12 hours. Reducing this interval to 1 hour ensures the dashboard displays more current data while still leveraging caching to control query costs. This balances freshness against the cost of frequent queries. Reference: https://cloud.google.com/looker-studio/docs/manage-data-freshness
GCP PSOE,Your security operations team wants to use Community Security Analytics (CSA) queries to detect privilege escalation attempts in your Google Cloud environment. The queries need to identify when sensitive IAM roles are granted to service accounts by non-approved identities. What should you do first?,Upgrade your centralized log bucket to use Log Analytics and ensure Admin Activity audit logs are being routed to the bucket.,Create a BigQuery sink for audit logs and schedule the CSA queries to run using BigQuery scheduled queries.,Configure Event Threat Detection in Security Command Center to automatically detect IAM anomalies without requiring custom queries.,Enable Data Access audit logs for all services and export them to BigQuery for analysis with CSA queries.,1,"CSA queries require Log Analytics to run SQL against audit logs. Admin Activity audit logs capture IAM policy changes including role grants, and these logs are always written and cannot be disabled. Upgrading the log bucket enables SQL-based analysis of these audit logs. Reference: https://cloud.google.com/architecture/security-log-analytics"
GCP PSOE,You have deployed a Cloud Function that processes threat intelligence updates from a Pub/Sub topic and initiates automated threat hunting in Google SecOps. The function runs correctly when tested manually but fails when triggered by Eventarc. The logs show 'The request was not authenticated.' You need to resolve this issue. What should you do?,Create a new API key in the Google Cloud project and configure the Eventarc trigger to include the key in request headers.,Modify the Cloud Function to allow unauthenticated invocations by setting the ingress setting to 'Allow all traffic'.,Grant the Cloud Run Invoker role to the service account associated with the Eventarc trigger on the Cloud Function.,"Enable the Cloud Functions API and Eventarc API in the project, then recreate the trigger with the default service account.",3,"When an Eventarc trigger invokes an authenticated Cloud Run function (including 2nd gen Cloud Functions), the trigger's service account must have the roles/run.invoker role on the target function. Without this permission, the function rejects the trigger's requests with an authentication error. Reference: https://cloud.google.com/eventarc/docs/roles-permissions"
GCP PSOE,Your security operations team has configured a log-based metric to detect security anomalies and created an alerting policy to monitor it. Analysts report receiving false positive alerts when there are gaps in the log data during off-peak hours. You need to reduce false notifications while maintaining detection effectiveness. What should you do?,"Switch from a log-based metric alerting policy to a log-based alerting policy, which does not suffer from data gaps.",Increase the value of the rolling window in the alerting policy to at least 10 minutes and configure how the policy handles missing data in the advanced options.,Create multiple identical alerting policies and require at least two of them to trigger before sending notifications to analysts.,Disable the alerting policy during off-peak hours using a snooze schedule to prevent false positives from occurring.,2,"Log-based metric data can have gaps that result in false notifications. Google Cloud recommends setting the rolling window to at least 10 minutes to ensure multiple log entries are counted, reducing the risk of false positives from data gaps. Additionally, configuring missing data handling in advanced options further mitigates this issue. Reference: https://cloud.google.com/logging/docs/logs-based-metrics/charts-and-alerts"
GCP PSOE,You have received an urgent threat intelligence alert containing newly discovered IOCs (IP addresses and file hashes) associated with an active threat campaign. You need to immediately determine if any of these IOCs have been observed in your environment's historical data over the past 6 months. Which Google SecOps feature should you use first?,Configure a real-time detection rule with the IOCs and wait for future alerts to indicate ongoing compromise.,Check the IOC Matches page for any previous matches and export the results to a threat intelligence platform for analysis.,Run a retrohunt using a YARA-L rule that matches the IOCs against historical events within the specified time range.,Create a reference list containing the IOCs and configure Applied Threat Intelligence to automatically score matches.,3,"Retrohunt allows you to run a detection rule against historical data stored in Google SecOps, which retains up to 12 months of hot data by default. This enables immediate analysis of whether newly discovered IOCs were present in past events, making it ideal for responding to new threat intelligence about historical compromises. Reference: https://docs.cloud.google.com/chronicle/docs/detection/run-rule-historical-data"
GCP PSOE,Your organization has Security Command Center Premium activated at the organization level. You created an Event Threat Detection custom module with a list of suspicious IP addresses at the organization level. A project team wants to add additional IP addresses specific to their project without modifying the organization-level module. What is the correct approach?,Disable the inherited organization-level module at the project level and create a comprehensive project-level module with all IP addresses.,Clone the organization-level custom module to the project and modify it to include both the original and new IP addresses.,"Create a new Configurable Bad IP custom module at the project level with the project-specific IP addresses, which will run alongside the inherited organization-level module.",Request the organization security team to update the organization-level module to include the project-specific IP addresses.,3,"Custom modules created at the organization level are inherited by all folders and projects. You can create additional residential custom modules at the project level that run alongside inherited modules. Both modules will scan logs independently, allowing organization-wide and project-specific threat detection. Reference: https://cloud.google.com/security-command-center/docs/use-custom-modules-etd"
GCP PSOE,"Your security team needs to continuously monitor changes to firewall rules and IAM policies across your Google Cloud organization. When a change occurs, you need to trigger automated remediation through a Cloud Function. You want to implement this using Cloud Asset Inventory with minimal operational overhead. What should you do?","Export Cloud Asset Inventory snapshots to BigQuery hourly using scheduled queries, and configure BigQuery to trigger a Cloud Function when new rows are added.","Configure Security Command Center Event Threat Detection to monitor firewall and IAM changes, then use the findings as triggers for Cloud Functions.","Enable Cloud Audit Logs for all IAM and firewall APIs, export logs to Cloud Storage, and create a Cloud Function that periodically scans the storage bucket.","Create a Cloud Asset Inventory feed that publishes asset change notifications to Pub/Sub, and configure a Cloud Function to subscribe to the Pub/Sub topic.",4,"Cloud Asset Inventory feeds provide real-time notifications about resource and policy changes directly to a Pub/Sub topic. You can specify which asset types to monitor, and the messages contain the change details that Cloud Functions can act upon for automated remediation. Reference: https://cloud.google.com/asset-inventory/docs/monitor-asset-changes"
GCP PSOE,"Your security team needs to deploy a new VPC Service Controls perimeter around sensitive BigQuery datasets and Cloud Storage buckets. Before enforcing the perimeter, you want to understand how current application traffic patterns would be affected without disrupting production services. What should you do?","Create the perimeter in dry run mode, analyze the violation logs, and convert to enforced mode after addressing issues.","Create an access level with broad IP ranges, deploy the perimeter in enforced mode, then gradually tighten restrictions.",Create a perimeter bridge between the existing environment and a test project to evaluate traffic flow patterns.,Create the perimeter in enforced mode with all access levels configured and monitor Cloud Audit Logs for errors.,1,"Dry run mode logs violations as though the perimeter is enforced but does not prevent access to restricted services. This allows you to understand the impact of the perimeter configuration, identify required exceptions, and validate that application traffic patterns will work correctly before enforcement. Reference: https://cloud.google.com/vpc-service-controls/docs/dry-run-mode"
GCP PSOE,"Incident response""During an active incident investigation in Google Security Operations (SecOps), you discover a new malicious file hash from forensic analysis that was not previously in your threat intelligence feeds. You need to determine if this hash appeared in your environment in the past 90 days. What is the most effective approach to search for this IOC across historical log data?",Submit the hash to Google Threat Intelligence for analysis and configure an alert to notify when matches are found.,Add the hash to a custom reference list and wait for the live detection rules to identify any new matches in incoming data.,Export 90 days of raw logs from Google SecOps to Cloud Storage and use grep to search for the hash pattern.,Create a YARA-L detection rule that matches on the file hash and run a retrohunt against the past 90 days of ingested data.,4,A retrohunt allows you to use a YARA-L rule to search for detections throughout existing historical data in Google SecOps. This is the most effective method to identify past occurrences of a newly discovered IOC across your environment logs. Reference: https://cloud.google.com/chronicle/docs/detection/run-rule-historical-data
GCP PSOE,"Your security team has deployed Container Threat Detection across all GKE clusters. After enabling it, analysts report that they are not receiving findings for suspicious file access to /etc/shadow on container hosts. You have verified that the GKE version supports Container Threat Detection. What is the most likely cause of this issue?",The Container Threat Detection service account is missing the required containerthreatdetection.serviceAgent role.,The Container Threat Detection DaemonSet has not been deployed to the nodes where the suspicious activity occurred.,"The GKE clusters are using GKE Sandbox, which is incompatible with Container Threat Detection.",The file monitoring detectors are disabled by default and must be manually enabled in the Container Threat Detection module settings.,4,"Container Threat Detection includes file monitoring detectors that monitor file operations looking for access or modification to critical system files. However, these detectors are disabled by default because workloads with significant file I/O could potentially suffer performance degradation when enabled. Reference: https://cloud.google.com/security-command-center/docs/concepts-container-threat-detection-overview"
GCP PSOE,Your security team is configuring Event Threat Detection custom modules to detect connections to known command-and-control (C2) server IP addresses. They want findings from these detections to be prioritized for immediate response. How should they configure the severity level in the custom module JSON template?,Create a separate SCC notification configuration to route all custom module findings to a high-priority Pub/Sub topic regardless of severity.,Use security marks to tag all custom module findings as high-priority after they are generated.,Configure the detectionPriority field in the sourceProperties to HIGH for all C2-related findings.,Set the severity parameter to CRITICAL in the metadata section of the custom module JSON template.,4,"Custom module templates allow you to define severity levels (LOW, MEDIUM, HIGH, or CRITICAL) in the metadata section. Setting severity to CRITICAL ensures findings from C2 server connections are prioritized appropriately for immediate incident response. Reference: https://cloud.google.com/security-command-center/docs/use-custom-modules-etd"
GCP PSOE,"You need to configure Google SecOps SOAR to ingest findings from Security Command Center (SCC) and automatically trigger investigation playbooks. After installing the Google Security Command Center integration from the Content Hub, what additional configuration steps are required?",Configure the SCC Findings connector with appropriate parameters and create playbook triggers that match the SCC product name.,Configure service account credentials in the integration settings and the integration will automatically create the required connector.,Enable the SCC API in Google Cloud Console and configure a Cloud Function to push findings to SOAR.,Create a webhook endpoint in SOAR and configure SCC to send findings notifications to the webhook URL.,1,"After installing an integration, connectors must be separately configured to ingest alerts. The connector translates SCC findings into normalized SOAR data. Playbook triggers using Product Name ensure playbooks attach to alerts originating from the SCC connector. Reference: https://cloud.google.com/security-command-center/docs/how-to-configure-secops-soar"
GCP PSOE,Your organization has VPC Flow Logs enabled across multiple subnets in a production environment. You need to configure the logs optimally for security threat hunting while managing storage costs. The security team requires sufficient granularity to detect lateral movement patterns that may occur within short time windows. Which VPC Flow Logs configuration best balances detection capability with cost efficiency?,Set the aggregation interval to 5 seconds with a sampling rate of 50% and include all metadata annotations for enriched context during analysis.,Set the aggregation interval to 15 minutes with a sampling rate of 100% and exclude all metadata to minimize log volume and storage costs.,Set the aggregation interval to 1 minute with a sampling rate of 5% and include custom metadata limited to source and destination IP only.,Set the aggregation interval to 30 seconds with a sampling rate of 100% and configure log filtering to capture only denied traffic for security analysis.,1,"A 5-second aggregation interval provides the granularity needed to detect rapid lateral movement patterns such as port scanning, which can occur in short bursts. A 50% sampling rate balances cost with visibility, and including metadata annotations provides essential context like VM names and project information for threat investigation. Reference: https://cloud.google.com/vpc/docs/using-flow-logs"
GCP PSOE,"Threat hunting""Your organization has Security Command Center Enterprise tier activated. Security analysts have noticed that Event Threat Detection generates many findings, but they struggle to determine which findings represent the highest-risk threats requiring immediate investigation. You want to correlate SCC threat findings with additional context from Cloud Audit Logs and threat intelligence for better prioritization. What should you do?",Use SCC's Risk Engine to generate attack exposure scores for all threat findings and prioritize based on toxic combination detection.,Configure continuous exports from SCC to Pub/Sub and create Cloud Functions to enrich findings with VirusTotal data before storing in BigQuery.,Enable all Event Threat Detection custom modules and configure alert severity thresholds to filter only critical and high findings.,"Ingest SCC findings into Chronicle and enable the CDIR SCC Enhanced rule sets, which correlate SCC threat findings with Cloud Audit Logs and threat intelligence data.",4,"The CDIR SCC Enhanced rule sets contain context-aware rules that correlate Security Command Center findings with other log sources. For example, CDIR SCC Enhanced Malware correlates SCC Malware findings with IP addresses, domains, and prevalence scores from threat intelligence, along with Cloud DNS logs. This provides the contextual correlation needed for better prioritization. Reference: https://cloud.google.com/chronicle/docs/detection/cloud-threats-category"
GCP PSOE,"Your security team has deployed a threat hunting automation system using Cloud Functions triggered by Pub/Sub. The function processes newly published IOCs and queries Google SecOps SIEM for matches in historical data. During testing, you observe that the function occasionally receives duplicate IOC messages, causing redundant API calls and increased costs. What is the recommended approach to handle this scenario?",Set the acknowledgment deadline to the maximum value of 600 seconds to ensure the function completes processing before any redelivery occurs.,Design the Cloud Function to be idempotent by checking if the IOC has already been processed using a unique message identifier before initiating the threat hunt.,Enable exactly-once delivery on the Pub/Sub subscription to guarantee each IOC message is delivered and processed only once.,Configure message ordering on the Pub/Sub subscription using ordering keys to prevent duplicate delivery of IOC messages.,2,"Pub/Sub provides at-least-once delivery, meaning duplicate messages can occur. The recommended best practice is to design idempotent handlers that can safely process the same message multiple times without adverse effects. Using unique identifiers from the message or its attributes allows deduplication. Reference: https://cloud.google.com/pubsub/docs/exactly-once-delivery"
GCP PSOE,Your organization has set a list constraint at the organization level that denies a specific Cloud Storage location. A project owner needs to add additional denied locations at the project level while maintaining the restrictions from the organization. You need to configure the project-level organization policy to achieve this. What should you do?,Reset the project-level policy to Google-managed default behavior and modify the organization-level policy to include all required denied values.,Set the project-level organization policy with only the additional denied values and select the Replace option to override parent's policy.,Create a custom constraint at the project level with the additional denied values and let the organization policy remain unchanged.,Set the project-level organization policy with the additional denied values and set inheritFromParent to true.,4,"Setting inheritFromParent to true for list constraints causes the effective policy of the parent resource to be inherited, merged, and reconciled with the child resource's policy. This allows the project to add additional denied values while maintaining the organization-level restrictions. Reference: https://cloud.google.com/resource-manager/docs/organization-policy/understanding-hierarchy"
GCP PSOE,"You need to create an alerting policy that monitors for complex security patterns across aggregated log data, such as detecting when more than 100 failed authentication attempts occur from the same source IP address within a 30-minute window. The log bucket has been upgraded to use Log Analytics. What additional requirement must be met before you can create this alerting policy?",Create a linked BigQuery dataset for the log bucket because SQL-based alerting policies require data to be accessible through a linked dataset.,Create a log-based metric to pre-aggregate the authentication failures before configuring the SQL-based alerting policy.,Configure custom labels on the log entries to enable aggregation by source IP address.,Enable the Cloud Monitoring API because SQL-based alerting policies are managed through Cloud Monitoring.,1,"SQL-based alerting policies run on the BigQuery engine, which requires the data being queried to be accessible through a linked BigQuery dataset. The log bucket must be upgraded to Log Analytics and then a linked dataset must be created before SQL-based alerting policies can be configured. Reference: https://cloud.google.com/logging/docs/analyze/sql-in-alerting"
